,text,words,keys,values
870,"Hemos reservado una habitación doble.
","['hemos', 'reservado', 'una', 'habitación', 'doble']","['hemos', 'reservado', 'una', 'habitación', 'doble']","['we', 'have', 'booked', 'a', 'double', 'room']"
871,"¿Aceptarían tarjetas de crédito?
","['aceptarían', 'tarjetas', 'de', 'crédito']","['aceptarían', 'tarjetas', 'de', 'crédito']","['would', 'you', 'accept', 'credit', 'cards']"
872,"Me he de marchar el jueves dieciséis a las nueve y media de la noche.
","['me', 'he', 'de', 'marchar', 'el', 'jueves', 'dieciséis', 'a', 'las', 'nueve', 'y', 'media', 'de', 'la', 'noche']","['me', 'he', 'de', 'marchar', 'el', 'jueves', 'dieciséis', 'a', 'las', 'nueve', 'y', 'media', 'de', 'la', 'noche']","['i', 'should', 'leave', 'on', 'thursday', 'the', 'sixteenth', 'at', 'half', 'past', 'nine', 'in', 'the', 'evening']"
873,"Por favor, suba mi maleta a mi habitación.
","['por', 'favor', 'suba', 'mi', 'maleta', 'a', 'mi', 'habitación']","['por', 'favor', 'suba', 'mi', 'maleta', 'a', 'mi', 'habitación']","['please', 'send', 'up', 'my', 'suitcase', 'to', 'my', 'room']"
874,"Deseo una habitación individual.
","['deseo', 'una', 'habitación', 'individual']","['deseo', 'una', 'habitación', 'individual']","['i', 'want', 'a', 'single', 'room']"
875,"¿Hay habitaciones dobles y tranquilas libres?
","['hay', 'habitaciones', 'dobles', 'y', 'tranquilas', 'libres']","['hay', 'habitaciones', 'dobles', 'y', 'tranquilas', 'libres']","['are', 'there', 'any', 'quiet', 'double', 'rooms', 'available']"
876,"Deseamos que baje nuestras maletas a la habitación.
","['deseamos', 'que', 'baje', 'nuestras', 'maletas', 'a', 'la', 'habitación']","['deseamos', 'que', 'baje', 'nuestras', 'maletas', 'a', 'la', 'habitación']","['we', 'want', 'you', 'to', 'send', 'down', 'our', 'suitcases', 'to', 'the', 'room']"
877,"¿Tienen libre una habitación?
","['tienen', 'libre', 'una', 'habitación']","['tienen', 'libre', 'una', 'habitación']","['do', 'you', 'have', 'a', 'room', 'available']"
878,"Nos vamos a marchar el sábado.
","['nos', 'vamos', 'a', 'marchar', 'el', 'sábado']","['nos', 'vamos', 'a', 'marchar', 'el', 'sábado']","['we', 'are', 'leaving', 'on', 'saturday']"
879,"Por favor, tengo hecha la reserva de una habitación con televisión y teléfono a nombre de Inmaculada Colomer.
","['por', 'favor', 'tengo', 'hecha', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'televisión', 'y', 'teléfono', 'a', 'nombre', 'de', 'inmaculada', 'colomer']","['por', 'favor', 'tengo', 'hecha', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'televisión', 'y', 'teléfono', 'a', 'nombre', 'de', 'inmaculada', 'colomer']","['i', 'have', 'made', 'a', 'reservation', 'for', 'a', 'room', 'with', 'a', 'tv', 'and', 'a', 'telephone', 'for', 'inmaculada', 'colomer']"
880,"Súbanme mis maletas a la habitación número dos ocho, por favor.
","['súbanme', 'mis', 'maletas', 'a', 'la', 'habitación', 'número', 'dos', 'ocho', 'por', 'favor']","['súbanme', 'mis', 'maletas', 'a', 'la', 'habitación', 'número', 'dos', 'ocho', 'por', 'favor']","['send', 'up', 'my', 'suitcases', 'to', 'room', 'number', 'two', 'eight', 'please']"
881,"¿Les importaría despertarnos a las cuatro y media, por favor?
","['les', 'importaría', 'despertarnos', 'a', 'las', 'cuatro', 'y', 'media', 'por', 'favor']","['les', 'importaría', 'despertarnos', 'a', 'las', 'cuatro', 'y', 'media', 'por', 'favor']","['would', 'you', 'mind', 'waking', 'us', 'up', 'at', 'half', 'past', 'four', 'please']"
882,"Hay un error en la cuenta de la habitación setecientos diecinueve.
","['hay', 'un', 'error', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'setecientos', 'diecinueve']","['hay', 'un', 'error', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'setecientos', 'diecinueve']","['there', 'is', 'an', 'error', 'in', 'the', 'bill', 'for', 'room', 'number', 'seven', 'one', 'nine']"
883,"¿Querría pedirnos nuestro taxi para la habitación dos tres uno?
","['querría', 'pedirnos', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'dos', 'tres', 'uno']","['querría', 'pedirnos', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'dos', 'tres', 'uno']","['would', 'you', 'ask', 'for', 'our', 'taxi', 'for', 'room', 'number', 'two', 'three', 'one', 'for', 'us', 'please']"
884,"Por favor, ¿podrían subirnos nuestra bolsa de viaje a la habitación?
","['por', 'favor', 'podrían', 'subirnos', 'nuestra', 'bolsa', 'de', 'viaje', 'a', 'la', 'habitación']","['por', 'favor', 'podrían', 'subirnos', 'nuestra', 'bolsa', 'de', 'viaje', 'a', 'la', 'habitación']","['could', 'you', 'send', 'up', 'our', 'travel', 'bag', 'to', 'the', 'room', 'please']"
885,"¿Les importaría llevar nuestros bultos a nuestra habitación?
","['les', 'importaría', 'llevar', 'nuestros', 'bultos', 'a', 'nuestra', 'habitación']","['les', 'importaría', 'llevar', 'nuestros', 'bultos', 'a', 'nuestra', 'habitación']","['would', 'you', 'mind', 'sending', 'our', 'luggage', 'to', 'our', 'room']"
886,"¿Podría cambiarme a otra habitación menos fría?
","['podría', 'cambiarme', 'a', 'otra', 'habitación', 'menos', 'fría']","['podría', 'cambiarme', 'a', 'otra', 'habitación', 'menos', 'fría']","['can', 'you', 'move', 'me', 'to', 'a', 'warmer', 'room']"
887,"Hemos reservado una habitación.
","['hemos', 'reservado', 'una', 'habitación']","['hemos', 'reservado', 'una', 'habitación']","['we', 'have', 'booked', 'a', 'room']"
888,"¿Le importaría que echáramos un vistazo a alguna habitación?
","['le', 'importaría', 'que', 'echáramos', 'un', 'vistazo', 'a', 'alguna', 'habitación']","['le', 'importaría', 'que', 'echáramos', 'un', 'vistazo', 'a', 'alguna', 'habitación']","['would', 'you', 'mind', 'us', 'taking', 'a', 'look', 'at', 'a', 'room']"
889,"¿Cuántas?
",['cuántas'],['cuántas'],"['how', 'many']"
890,"Déme las llaves de nuestra habitación.
","['déme', 'las', 'llaves', 'de', 'nuestra', 'habitación']","['déme', 'las', 'llaves', 'de', 'nuestra', 'habitación']","['give', 'me', 'the', 'keys', 'to', 'our', 'room']"
891,"¿Podría llamarme a un taxi?
","['podría', 'llamarme', 'a', 'un', 'taxi']","['podría', 'llamarme', 'a', 'un', 'taxi']","['could', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
892,"Desearía que me llevara mi maleta a la habitación número setecientos tres, por favor.
","['desearía', 'que', 'me', 'llevara', 'mi', 'maleta', 'a', 'la', 'habitación', 'número', 'setecientos', 'tres', 'por', 'favor']","['desearía', 'que', 'me', 'llevara', 'mi', 'maleta', 'a', 'la', 'habitación', 'número', 'setecientos', 'tres', 'por', 'favor']","['i', 'would', 'like', 'you', 'to', 'send', 'my', 'suitcase', 'to', 'room', 'number', 'seven', 'oh', 'three', 'please']"
893,"Por favor, tenenos hecha una reserva.
","['por', 'favor', 'tenenos', 'hecha', 'una', 'reserva']","['por', 'favor', 'tenenos', 'hecha', 'una', 'reserva']","['we', 'have', 'made', 'a', 'reservation']"
894,"¿Podría cambiarme a otra habitación más cálida?
","['podría', 'cambiarme', 'a', 'otra', 'habitación', 'más', 'cálida']","['podría', 'cambiarme', 'a', 'otra', 'habitación', 'más', 'cálida']","['can', 'you', 'move', 'me', 'to', 'a', 'warmer', 'room']"
895,"Adiós.
",['adiós'],['adiós'],"['good', 'bye']"
896,"Por favor, lléveme mi maleta a la habitación.
","['por', 'favor', 'lléveme', 'mi', 'maleta', 'a', 'la', 'habitación']","['por', 'favor', 'lléveme', 'mi', 'maleta', 'a', 'la', 'habitación']","['please', 'send', 'my', 'suitcase', 'to', 'the', 'room']"
897,"Por favor, ¿podrían llevarme ustedes mis bultos a la habitación setecientos veintitrés?
","['por', 'favor', 'podrían', 'llevarme', 'ustedes', 'mis', 'bultos', 'a', 'la', 'habitación', 'setecientos', 'veintitrés']","['por', 'favor', 'podrían', 'llevarme', 'ustedes', 'mis', 'bultos', 'a', 'la', 'habitación', 'setecientos', 'veintitrés']","['could', 'you', 'send', 'my', 'luggage', 'to', 'room', 'number', 'seven', 'two', 'three', 'please']"
898,"¿Hay alguna habitación doble libre?
","['hay', 'alguna', 'habitación', 'doble', 'libre']","['hay', 'alguna', 'habitación', 'doble', 'libre']","['is', 'there', 'a', 'double', 'room', 'available']"
899,"Por favor, dénos la llave de la habitación.
","['por', 'favor', 'dénos', 'la', 'llave', 'de', 'la', 'habitación']","['por', 'favor', 'dénos', 'la', 'llave', 'de', 'la', 'habitación']","['please', 'give', 'us', 'the', 'key', 'to', 'the', 'room']"
900,"Pienso que se ha producido una equivocación en la cuenta.
","['pienso', 'que', 'se', 'ha', 'producido', 'una', 'equivocación', 'en', 'la', 'cuenta']","['pienso', 'que', 'se', 'ha', 'producido', 'una', 'equivocación', 'en', 'la', 'cuenta']","['i', 'think', 'that', 'there', 'has', 'been', 'a', 'mistake', 'in', 'the', 'bill']"
901,"Despiértenos mañana a la una en punto, por favor.
","['despiértenos', 'mañana', 'a', 'la', 'una', 'en', 'punto', 'por', 'favor']","['despiértenos', 'mañana', 'a', 'la', 'una', 'en', 'punto', 'por', 'favor']","['wake', 'us', 'up', 'tomorrow', 'at', 'one', 'oclock', 'please']"
902,"¿Cuándo?
",['cuándo'],['cuándo'],['when']
903,"Me llamo Emilio Navarro.
","['me', 'llamo', 'emilio', 'navarro']","['me', 'llamo', 'emilio', 'navarro']","['my', 'name', 'is', 'emilio', 'navarro']"
904,"¿Le importaría subir nuestras bolsas a nuestra habitación, por favor?
","['le', 'importaría', 'subir', 'nuestras', 'bolsas', 'a', 'nuestra', 'habitación', 'por', 'favor']","['le', 'importaría', 'subir', 'nuestras', 'bolsas', 'a', 'nuestra', 'habitación', 'por', 'favor']","['would', 'you', 'mind', 'sending', 'up', 'our', 'bags', 'to', 'our', 'room', 'please']"
905,"Existe un error en nuestra cuenta.
","['existe', 'un', 'error', 'en', 'nuestra', 'cuenta']","['existe', 'un', 'error', 'en', 'nuestra', 'cuenta']","['there', 'is', 'an', 'error', 'in', 'our', 'bill']"
906,"¿Hay teléfono en la habitación?
","['hay', 'teléfono', 'en', 'la', 'habitación']","['hay', 'teléfono', 'en', 'la', 'habitación']","['is', 'there', 'a', 'telephone', 'in', 'the', 'room']"
907,"Por favor, tengo la reserva de una habitación con teléfono, televisión y baño a nombre de Isabel Cabedo.
","['por', 'favor', 'tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'televisión', 'y', 'baño', 'a', 'nombre', 'de', 'isabel', 'cabedo']","['por', 'favor', 'tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'televisión', 'y', 'baño', 'a', 'nombre', 'de', 'isabel', 'cabedo']","['i', 'have', 'a', 'reservation', 'for', 'a', 'room', 'with', 'a', 'telephone', 'a', 'tv', 'and', 'a', 'bath', 'for', 'isabel', 'cabedo']"
908,"¿Me podría despertar mañana a las doce, por favor?
","['me', 'podría', 'despertar', 'mañana', 'a', 'las', 'doce', 'por', 'favor']","['me', 'podría', 'despertar', 'mañana', 'a', 'las', 'doce', 'por', 'favor']","['could', 'you', 'wake', 'me', 'up', 'tomorrow', 'at', 'twelve', 'please']"
909,"Por favor, ¿podríamos ver otra habitación?
","['por', 'favor', 'podríamos', 'ver', 'otra', 'habitación']","['por', 'favor', 'podríamos', 'ver', 'otra', 'habitación']","['could', 'we', 'see', 'another', 'room', 'please']"
910,"¿Me podrían hacer la cuenta?
","['me', 'podrían', 'hacer', 'la', 'cuenta']","['me', 'podrían', 'hacer', 'la', 'cuenta']","['could', 'you', 'make', 'out', 'the', 'bill', 'for', 'me', 'please']"
911,"¿Podría reservar una habitación?
","['podría', 'reservar', 'una', 'habitación']","['podría', 'reservar', 'una', 'habitación']","['could', 'i', 'book', 'a', 'room']"
912,"He de marcharme mañana a las seis.
","['he', 'de', 'marcharme', 'mañana', 'a', 'las', 'seis']","['he', 'de', 'marcharme', 'mañana', 'a', 'las', 'seis']","['i', 'should', 'leave', 'tomorrow', 'at', 'six']"
913,"Queremos que nos dé la llave de la habitación número novecientos veintiuno, por favor.
","['queremos', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'novecientos', 'veintiuno', 'por', 'favor']","['queremos', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'novecientos', 'veintiuno', 'por', 'favor']","['we', 'want', 'you', 'to', 'give', 'us', 'the', 'key', 'to', 'room', 'number', 'nine', 'two', 'one', 'please']"
914,"Lleve nuestras bolsas a nuestra habitación.
","['lleve', 'nuestras', 'bolsas', 'a', 'nuestra', 'habitación']","['lleve', 'nuestras', 'bolsas', 'a', 'nuestra', 'habitación']","['send', 'our', 'bags', 'to', 'our', 'room']"
915,"¿Podría cambiarnos a otra habitación con menos ruido?
","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'menos', 'ruido']","['podría', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'menos', 'ruido']","['can', 'you', 'move', 'us', 'to', 'a', 'quieter', 'room']"
916,"Pienso que existe una equivocación en mi cuenta.
","['pienso', 'que', 'existe', 'una', 'equivocación', 'en', 'mi', 'cuenta']","['pienso', 'que', 'existe', 'una', 'equivocación', 'en', 'mi', 'cuenta']","['i', 'think', 'that', 'there', 'is', 'a', 'mistake', 'in', 'my', 'bill']"
917,"He de marcharme el día ocho de septiembre.
","['he', 'de', 'marcharme', 'el', 'día', 'ocho', 'de', 'septiembre']","['he', 'de', 'marcharme', 'el', 'día', 'ocho', 'de', 'septiembre']","['i', 'should', 'leave', 'on', 'september', 'the', 'eighth']"
918,"He reservado una habitación doble a nombre de la señora Inmaculada Colomer.
","['he', 'reservado', 'una', 'habitación', 'doble', 'a', 'nombre', 'de', 'la', 'señora', 'inmaculada', 'colomer']","['he', 'reservado', 'una', 'habitación', 'doble', 'a', 'nombre', 'de', 'la', 'señora', 'inmaculada', 'colomer']","['i', 'have', 'booked', 'a', 'double', 'room', 'for', 'mrs', 'inmaculada', 'colomer']"
919,"¿Podríamos reservar dos habitaciones?
","['podríamos', 'reservar', 'dos', 'habitaciones']","['podríamos', 'reservar', 'dos', 'habitaciones']","['could', 'we', 'book', 'two', 'rooms']"
920,"Bajen nuestros bultos a la habitación número cuatrocientos dieciocho.
","['bajen', 'nuestros', 'bultos', 'a', 'la', 'habitación', 'número', 'cuatrocientos', 'dieciocho']","['bajen', 'nuestros', 'bultos', 'a', 'la', 'habitación', 'número', 'cuatrocientos', 'dieciocho']","['send', 'down', 'our', 'luggage', 'to', 'room', 'number', 'four', 'one', 'eight']"
921,"Me tengo que marchar el trece a las cuatro y cuarto.
","['me', 'tengo', 'que', 'marchar', 'el', 'trece', 'a', 'las', 'cuatro', 'y', 'cuarto']","['me', 'tengo', 'que', 'marchar', 'el', 'trece', 'a', 'las', 'cuatro', 'y', 'cuarto']","['i', 'should', 'leave', 'on', 'the', 'thirteenth', 'at', 'a', 'quarter', 'past', 'four']"
922,"¿Tiene libre una habitación individual?
","['tiene', 'libre', 'una', 'habitación', 'individual']","['tiene', 'libre', 'una', 'habitación', 'individual']","['do', 'you', 'have', 'a', 'single', 'room', 'available']"
923,"Reservamos dos habitaciones, por favor.
","['reservamos', 'dos', 'habitaciones', 'por', 'favor']","['reservamos', 'dos', 'habitaciones', 'por', 'favor']","['we', 'booked', 'two', 'rooms']"
924,"Pienso que existe un error.
","['pienso', 'que', 'existe', 'un', 'error']","['pienso', 'que', 'existe', 'un', 'error']","['i', 'think', 'that', 'there', 'is', 'an', 'error']"
925,"¿Haría el favor de cambiarnos a otra habitación con menos ruido?
","['haría', 'el', 'favor', 'de', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'menos', 'ruido']","['haría', 'el', 'favor', 'de', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'menos', 'ruido']","['would', 'you', 'mind', 'moving', 'us', 'to', 'a', 'quieter', 'room']"
926,"Dennos las llaves de la habitación nueve nueve dos, por favor.
","['dennos', 'las', 'llaves', 'de', 'la', 'habitación', 'nueve', 'nueve', 'dos', 'por', 'favor']","['dennos', 'las', 'llaves', 'de', 'la', 'habitación', 'nueve', 'nueve', 'dos', 'por', 'favor']","['give', 'us', 'the', 'keys', 'to', 'room', 'number', 'nine', 'nine', 'two', 'please']"
927,"Por favor, deseo una habitación.
","['por', 'favor', 'deseo', 'una', 'habitación']","['por', 'favor', 'deseo', 'una', 'habitación']","['i', 'want', 'a', 'room', 'please']"
928,"He hecho la reserva de una habitación con teléfono, vistas a la montaña, baño y tele a nombre de Ricardo Vilanova.
","['he', 'hecho', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'vistas', 'a', 'la', 'montaña', 'baño', 'y', 'tele', 'a', 'nombre', 'de', 'ricardo', 'vilanova']","['he', 'hecho', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'vistas', 'a', 'la', 'montaña', 'baño', 'y', 'tele', 'a', 'nombre', 'de', 'ricardo', 'vilanova']","['i', 'have', 'made', 'a', 'reservation', 'for', 'a', 'room', 'with', 'a', 'telephone', 'a', 'view', 'of', 'the', 'mountain', 'a', 'bath', 'and', 'a', 'tv', 'for', 'ricardo', 'vilanova']"
929,"Deseo que me suban los bultos a mi habitación.
","['deseo', 'que', 'me', 'suban', 'los', 'bultos', 'a', 'mi', 'habitación']","['deseo', 'que', 'me', 'suban', 'los', 'bultos', 'a', 'mi', 'habitación']","['i', 'want', 'you', 'to', 'send', 'up', 'my', 'luggage', 'to', 'my', 'room']"
930,"Tengo hecha una reserva, por favor.
","['tengo', 'hecha', 'una', 'reserva', 'por', 'favor']","['tengo', 'hecha', 'una', 'reserva', 'por', 'favor']","['i', 'have', 'made', 'a', 'reservation']"
931,"¿Nos podría despertar mañana a las cuatro?
","['nos', 'podría', 'despertar', 'mañana', 'a', 'las', 'cuatro']","['nos', 'podría', 'despertar', 'mañana', 'a', 'las', 'cuatro']","['could', 'you', 'wake', 'us', 'up', 'tomorrow', 'at', 'four']"
932,"Me parece que se produjo un error en la cuenta.
","['me', 'parece', 'que', 'se', 'produjo', 'un', 'error', 'en', 'la', 'cuenta']","['me', 'parece', 'que', 'se', 'produjo', 'un', 'error', 'en', 'la', 'cuenta']","['i', 'think', 'that', 'there', 'was', 'an', 'error', 'in', 'the', 'bill']"
933,"He de irme mañana.
","['he', 'de', 'irme', 'mañana']","['he', 'de', 'irme', 'mañana']","['i', 'should', 'leave', 'tomorrow']"
934,"¿Le importaría darnos la llave de la habitación?
","['le', 'importaría', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['le', 'importaría', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['would', 'you', 'mind', 'giving', 'us', 'the', 'key', 'to', 'the', 'room']"
935,"Desearía una habitación hasta el próximo martes.
","['desearía', 'una', 'habitación', 'hasta', 'el', 'próximo', 'martes']","['desearía', 'una', 'habitación', 'hasta', 'el', 'próximo', 'martes']","['i', 'would', 'like', 'a', 'room', 'until', 'next', 'tuesday']"
